target,datetime,time,geo_lat,geo_lon,region,building_type,level,levels,rooms,area,kitchen_area,object_type,id
11000000,2020-12-05,14:49:32,55.5649633,37.4985124,Москва,2,6,14,2,60.1,12.0,1,4809679
4200000,2020-12-06,10:22:21,56.3561445,37.5344541,Московская область,3,3,9,1,44.0,12.0,1,4811883
16945500,2020-12-06,20:49:44,55.6917008,37.4689582,Москва,0,12,32,3,85.8,29.0,11,4814304
23990000,2020-12-06,14:06:23,55.718177,37.4299161,Москва,2,20,28,3,105.9,28.5,11,4812905
2750000,2020-12-06,18:59:23,55.6312838,37.6069443,Москва,1,1,9,-1,12.9,2.0,1,4814009
11512680,2020-12-06,20:48:00,55.8600642,37.5405923,Москва,2,5,23,2,59.1,20.8,11,4814293
23829620,2020-12-06,16:02:30,55.6962951,37.469712,Москва,2,4,39,3,86.4,18.7,11,4813362
8750000,2020-12-06,09:02:22,55.870925,37.682736,Москва,3,3,10,2,38.2,18.0,1,4811579
4890000,2020-12-06,01:02:01,55.934114,37.501582,Московская область,2,5,23,1,25.0,16.0,1,4811226
5544900,2020-12-06,12:45:49,55.9165469,37.7102016,Московская область,2,11,25,1,36.6,16.0,1,4812514
18000000,2020-12-06,12:55:20,55.7697454,37.5751342,Москва,3,1,7,2,68.5,10.7,1,4812586
11192070,2020-12-06,21:29:37,55.7224329,37.7748652,Москва,2,9,17,2,57.9,20.9,11,4814396
16298172,2020-12-07,16:17:15,55.8537281,37.6209051,Москва,2,5,11,2,72.6,17.5,11,4817403
3750000,2020-12-07,21:39:27,55.89261,37.61177,Москва,1,1,12,-1,22.5,2.5,1,4818691
6600000,2020-12-07,21:39:29,55.9672881,37.1523013,Москва,1,8,17,1,34.0,10.0,1,4818696
980000,2020-12-07,21:35:18,55.77834,38.616405,Московская область,3,2,2,1,30.8,6.5,1,4818660
6027120,2020-12-07,14:02:16,55.6917008,37.4689582,Москва,2,17,32,-1,19.8,5.0,11,4816998
10389600,2020-12-07,19:09:25,55.6339498,37.4254323,Москва,2,12,22,2,58.5,11.4,11,4818033
21163410,2020-12-07,14:06:15,55.75396,37.620393,Москва,2,6,14,3,76.0,15.0,11,4817015
12116970,2020-12-07,21:29:38,55.7021328,37.6391984,Москва,2,2,13,2,38.7,5.7,11,4818597
10045520,2020-12-07,16:16:33,55.5719507,37.6186594,Московская область,2,3,24,3,79.6,12.2,11,4817401
7100000,2020-12-07,07:17:16,55.5849816,37.0367032,Московская область,2,5,14,1,41.4,10.0,1,4815093
4700000,2020-12-07,21:48:43,55.6246349,38.081406,Московская область,1,4,5,2,42.0,7.0,1,4818823
2450000,2020-12-07,19:05:25,56.3143261,36.8113797,Московская область,1,3,5,2,47.0,9.0,1,4818020
23024000,2020-12-07,09:04:33,55.7820146,37.5097171,Москва,2,13,26,2,80.0,22.6,11,4815596
11300000,2020-12-07,21:40:17,55.8236014,37.3738856,Московская область,2,9,30,2,62.8,11.2,1,4818702
13800000,2020-12-07,21:50:14,55.8237472,37.5107105,Москва,3,1,5,2,59.0,9.0,1,4818852
8600000,2020-12-07,21:07:48,55.858616,37.56883,Москва,1,2,9,2,42.6,6.0,1,4818401
14650000,2020-12-08,13:02:36,55.6931703,37.5944512,Москва,1,13,17,3,63.0,8.0,1,4822132
16199000,2020-12-08,14:01:46,55.813364,37.632853,Москва,3,4,8,3,52.4,8.0,1,4822470
1450000,2020-12-08,13:02:37,55.370506,39.054527,Московская область,1,5,5,1,30.5,6.0,1,4822134
12336000,2020-12-08,17:52:29,55.8080481,37.7591084,Москва,2,7,27,2,54.9,12.0,11,4823654
17695550,2020-12-08,09:39:40,55.7480212,37.6900313,Москва,2,8,14,2,59.5,11.4,11,4820995
8380000,2020-12-08,18:37:30,55.473015,37.56706,Московская область,2,3,17,3,91.0,16.8,1,4823877
23973870,2020-12-08,09:33:03,55.8537281,37.6209051,Москва,2,12,18,4,129.1,25.08,11,4820935
6400000,2020-12-08,13:28:34,55.8253751,37.7549335,Москва,1,5,5,1,31.0,6.0,1,4822276
6509880,2020-12-08,09:26:59,55.5429579,37.4799191,Москва,1,14,17,1,33.8,16.8,11,4820888
4707973,2020-12-08,08:03:32,55.5535388,37.3156447,Москва,2,1,8,1,33.1,7.9,11,4820412
8106960,2020-12-08,10:07:29,55.8047361,37.7508978,Москва,1,7,33,1,40.8,20.0,11,4821192
1800000,2020-12-08,16:41:58,55.6309021,38.7237812,Московская область,1,1,5,2,54.1,8.0,1,4823298
26900000,2020-12-08,15:41:19,55.75396,37.620393,Москва,2,15,24,3,78.0,14.0,11,4823077
12900000,2020-12-09,18:04:26,55.6578598,37.4267084,Москва,2,23,24,2,67.0,10.0,1,4829005
13000000,2020-12-09,13:52:37,55.643536,37.514392,Москва,1,5,5,3,58.3,5.8,1,4827588
5088322,2020-12-09,20:53:41,55.69903,37.957773,Московская область,2,5,17,1,30.4,7.3,11,4830506
5950000,2020-12-09,10:41:44,55.8025764,37.8154515,Москва,3,2,9,2,34.0,6.0,1,4826884
19186830,2020-12-09,18:58:30,55.7524122,37.7056144,Москва,2,12,12,3,89.7,16.89,11,4829439
5623338,2020-12-09,22:31:35,55.7397928,38.029433,Московская область,2,3,6,2,45.57,12.81,11,4831323
5155230,2020-12-09,22:28:49,55.7397928,38.029433,Московская область,2,10,17,1,43.14,14.82,11,4831298
8798400,2020-12-09,19:14:30,55.8488632,37.6007781,Москва,2,18,33,2,41.6,5.2,11,4829600
6809400,2020-12-09,23:54:41,55.784147,37.846921,Московская область,2,15,16,2,58.2,12.3,11,4831683
12500000,2020-12-09,11:08:29,55.795813,37.610107,Москва,4,5,12,2,49.0,9.1,1,4826985
14097852,2020-12-09,21:35:50,55.8498772,37.620371,Москва,2,6,14,2,59.56,23.74,11,4830847
20375928,2020-12-09,10:34:24,55.804025,37.5971,Москва,2,2,11,3,96.7,23.0,11,4826823
8200000,2020-12-09,16:58:36,55.5453312,37.1547594,Москва,3,5,9,1,54.0,20.0,1,4828576
6150000,2020-12-09,04:49:21,56.008465,37.206413,Москва,4,4,9,2,38.0,7.0,1,4825587
7558015,2020-12-09,20:30:43,55.69903,37.957773,Московская область,2,17,17,2,55.9,15.8,11,4830310
4770000,2020-12-09,16:58:45,55.9242421,37.7233174,Московская область,1,9,17,1,26.5,5.0,1,4828582
8757380,2020-12-09,22:28:23,55.619589,37.417212,Москва,1,13,15,2,59.9,13.5,11,4831272
7343440,2020-12-09,21:11:27,55.6640115,37.8550703,Московская область,1,14,17,2,59.8,21.4,11,4830604
10855780,2020-12-09,18:04:49,55.8481865,37.5619055,Москва,1,9,19,2,55.9,21.5,11,4829009
6763380,2020-12-09,21:24:16,55.6640115,37.8550703,Московская область,1,16,25,2,50.7,10.4,11,4830784
6650000,2020-12-09,15:55:34,55.6789455,37.263686,Московская область,1,14,15,2,36.4,6.0,1,4828315
7458720,2020-12-09,21:16:27,55.7031926,37.9091163,Московская область,1,6,22,2,65.59,11.4,11,4830703
8000000,2020-12-09,15:03:40,55.863873,37.67501,Москва,3,9,9,2,37.0,7.0,1,4828048
7603163,2020-12-09,21:23:02,55.7540471,37.620405,Москва,2,10,12,2,49.9,13.1,11,4830752
6650000,2020-12-09,10:51:19,55.9198926,37.8370823,Московская область,1,2,9,3,59.2,6.0,1,4826926
7174350,2020-12-09,21:51:28,55.7540471,37.620405,Москва,1,1,9,2,53.5,18.89,11,4830962
7297440,2020-12-09,18:33:36,55.9275872,37.7289866,Московская область,2,13,17,3,66.1,11.2,11,4829160
7522140,2020-12-09,18:57:34,55.7734345,37.2416559,Московская область,2,5,9,2,56.6,19.89,11,4829403
11071620,2020-12-09,19:23:20,55.554552,37.557619,Москва,2,33,33,2,60.6,19.8,11,4829699
10426000,2020-12-09,22:07:32,55.815317,37.426025,Москва,2,9,13,1,40.1,19.0,11,4831076
9500000,2020-12-09,20:42:19,55.880844,37.718624,Москва,1,5,9,3,54.0,7.0,1,4830431
8688960,2020-12-10,00:45:08,55.8611483,37.5408702,Москва,2,20,23,1,33.6,10.7,11,4832008
10106720,2020-12-10,21:24:52,55.701465,37.883626,Московская область,1,11,25,3,90.4,20.5,11,4837960
5780438,2020-12-10,14:38:40,55.69903,37.957773,Московская область,2,3,17,1,40.2,9.5,11,4834914
12500000,2020-12-10,10:37:28,55.620133,37.69622,Москва,1,5,14,2,52.0,9.0,1,4833667
7709842,2020-12-10,19:47:09,55.69903,37.957773,Московская область,2,12,17,2,61.1,10.5,11,4837091
12000000,2020-12-10,11:34:23,55.876583,37.55594,Москва,4,7,16,2,50.0,9.0,1,4833840
14360406,2020-12-10,19:46:42,55.8869181,37.5341364,Москва,2,14,16,3,78.86,8.8,11,4837057
4776660,2020-12-10,13:15:30,55.520591,37.5931756,Московская область,1,20,25,1,35.7,17.0,11,4834319
12368000,2020-12-10,16:01:41,55.7166799,37.4289253,Москва,2,3,30,1,41.8,13.1,11,4835452
10577424,2020-12-10,19:26:24,55.8869181,37.5341364,Москва,2,16,33,2,59.0,19.7,11,4836899
6547888,2020-12-10,22:06:46,55.7540471,37.620405,Москва,2,13,13,1,33.08,12.29,11,4838389
9459900,2020-12-10,20:39:58,55.7730698,37.243546,Московская область,2,8,9,3,91.4,20.7,11,4837503
8373520,2020-12-10,22:05:15,55.619589,37.417212,Москва,1,14,22,2,52.4,11.7,11,4838373
4926240,2020-12-10,14:24:49,55.619589,37.417212,Москва,1,18,22,1,19.8,5.09,11,4834731
5696580,2020-12-10,21:12:41,55.5338383,37.6128481,Московская область,1,13,25,2,52.6,18.6,11,4837827
3874860,2020-12-10,14:50:59,55.6544386,37.8675854,Московская область,1,10,15,1,19.8,5.09,11,4835026
5799765,2020-12-10,20:58:19,55.531993,37.641881,Московская область,1,4,9,2,48.85,8.08,11,4837719
3790532,2020-12-10,19:21:26,55.531993,37.641881,Московская область,1,7,8,1,24.69,2.2,11,4836864
11500000,2020-12-10,04:25:16,55.628296,37.593596,Москва,1,4,9,3,64.0,9.0,1,4832307
8309840,2020-12-10,22:21:37,55.784147,37.846921,Московская область,2,12,16,3,83.6,14.1,11,4838543
5715060,2020-12-10,21:57:50,55.6544386,37.8675854,Московская область,1,15,15,1,43.1,21.2,11,4838299
8604760,2020-12-10,20:15:05,55.6640115,37.8550703,Московская область,1,12,17,3,79.59,17.0,11,4837322
8565350,2020-12-10,18:17:56,55.8803435,37.501306,Москва,2,18,33,2,53.5,11.4,11,4836235
10980480,2020-12-10,16:14:04,55.8488632,37.6007781,Москва,2,18,33,2,53.2,19.1,11,4835595
12100000,2020-12-10,20:56:27,55.8633706,37.5123568,Москва,4,13,16,2,57.0,10.5,1,4837705
11179410,2020-12-10,19:48:19,55.841109,37.344224,Московская область,2,33,33,2,62.7,12.0,11,4837103
8964250,2020-12-10,22:32:20,55.8803435,37.501306,Москва,2,19,33,2,57.5,21.7,11,4838674
8556920,2020-12-10,21:17:54,55.619589,37.417212,Москва,1,14,22,2,52.4,11.7,11,4837871
11918700,2020-12-10,18:52:27,55.967913,37.1523632,Москва,1,3,17,3,77.9,22.6,11,4836539
11475900,2020-12-10,20:08:50,55.8488632,37.6007781,Москва,2,3,33,2,62.2,22.9,11,4837245
8774850,2020-12-10,14:38:41,55.8488632,37.6007781,Москва,2,18,33,1,41.1,15.6,11,4834915
4105839,2020-12-10,08:32:46,55.5535388,37.3156447,Москва,2,4,8,1,24.1,5.0,11,4833005
6474050,2020-12-10,21:24:41,55.7003989,37.9606238,Московская область,1,13,25,1,39.5,19.6,11,4837953
6233131,2020-12-10,14:25:16,55.798935,37.377471,Московская область,2,6,31,1,38.75,15.08,11,4834748
15358386,2020-12-10,19:41:43,55.798935,37.377471,Московская область,2,8,32,3,82.9,13.1,11,4836985
7900000,2020-12-10,07:50:50,55.5992119,37.364308,Москва,2,10,17,1,38.3,8.7,1,4832815
12569520,2020-12-10,21:22:38,55.721267,37.7788263,Москва,2,18,33,2,63.1,22.4,11,4837909
12200000,2020-12-10,01:42:46,55.7071374,37.9619759,Московская область,1,13,17,3,72.0,14.0,1,4832165
6026790,2020-12-10,21:37:46,55.7397928,38.029433,Московская область,2,12,17,2,52.18,11.59,11,4838047
22764000,2020-12-10,16:03:00,55.7793323,37.6973567,Москва,2,8,12,2,87.9,24.5,11,4835545
6509360,2020-12-10,22:24:07,55.7660781,37.220233,Московская область,1,6,9,2,56.9,19.8,11,4838582
8385510,2020-12-10,20:58:03,55.619589,37.417212,Москва,1,18,22,2,51.1,10.5,11,4837710
6750000,2020-12-11,20:00:30,55.6885667,37.9149565,Московская область,1,13,17,1,38.8,7.3,1,4844645
3850000,2020-12-11,22:00:31,55.6700094,37.9450167,Московская область,3,5,5,1,31.7,6.0,1,4845037
4600000,2020-12-11,07:44:35,55.9757018,37.1007611,Московская область,1,11,17,2,71.3,15.3,11,4839690
8796660,2020-12-11,11:34:39,55.663629,37.73244,Москва,1,2,25,2,54.1,21.4,11,4841462
4200000,2020-12-11,15:15:43,55.5916313,38.2045798,Московская область,3,9,9,2,48.0,8.0,1,4843047
8118900,2020-12-11,08:40:59,55.6531262,37.8737848,Московская область,1,12,15,3,83.7,14.1,11,4840164
14980000,2020-12-11,16:40:40,55.6728099,37.6191071,Москва,2,2,27,2,52.8,10.3,11,4843647
16131750,2020-12-11,11:40:09,55.8604013,37.5406185,Москва,2,19,23,3,78.5,22.5,11,4841518
19262550,2020-12-11,10:21:50,55.75396,37.620393,Москва,2,5,22,1,45.7,21.0,11,4840868
12490000,2020-12-11,10:01:44,55.591259,37.598339,Москва,1,2,17,2,58.2,10.1,1,4840619
7150000,2020-12-11,18:42:38,55.7071865,37.326943,Московская область,1,11,19,2,43.0,12.0,1,4844257
2800000,2020-12-12,08:37:33,55.671047,37.767142,Москва,1,1,12,-1,14.0,2.0,1,4845611
1060000,2020-12-12,21:41:31,56.5291661,37.5863043,Московская область,3,1,2,1,27.4,7.0,1,4848614
10800000,2020-12-12,20:20:32,55.707497,37.778362,Москва,1,2,12,3,62.6,9.2,1,4848492
22704000,2020-12-12,19:41:43,55.75396,37.620393,Москва,2,9,23,2,80.0,22.6,11,4848418
3350000,2020-12-12,15:21:50,55.60713,37.589077,Москва,1,1,9,-1,16.0,2.0,1,4847402
7142177,2020-12-12,17:49:44,55.4725585,37.5149328,Москва,2,8,13,2,48.1,12.7,11,4848060
5521600,2020-12-12,09:05:35,55.5204111,37.5966554,Московская область,1,8,24,2,47.6,10.5,11,4845676
8054100,2020-12-12,15:08:45,55.5951422,37.4488018,Москва,1,1,9,2,51.3,17.3,11,4847340
12708000,2020-12-12,14:53:40,55.8090662,37.7615857,Москва,2,22,39,2,60.7,12.0,11,4847232
23040000,2020-12-12,14:08:43,55.7169477,37.6624269,Москва,2,27,29,2,72.6,13.0,11,4846976
7150000,2020-12-12,17:42:50,55.4885531,37.3029013,Москва,1,5,9,2,48.0,6.5,1,4848031
17121350,2020-12-12,15:24:43,55.8128328,37.6014186,Москва,2,10,32,3,89.5,29.9,11,4847424
6485270,2020-12-13,09:34:47,55.7029452,37.8871138,Московская область,1,12,14,2,55.1,21.4,11,4849185
6300000,2020-12-13,11:23:53,55.749178,37.9932671,Московская область,2,17,17,1,45.6,11.6,1,4849576
9959040,2020-12-13,19:28:46,55.812474,37.483903,Москва,2,28,28,2,57.6,12.7,11,4851312
2600000,2020-12-13,18:42:50,55.548451,37.566449,Москва,1,1,10,-1,15.0,2.0,1,4851187
17121350,2020-12-13,09:42:58,55.8114131,37.5951025,Москва,2,10,32,3,89.5,29.9,11,4849216
7450000,2020-12-13,23:03:33,55.567774,37.496183,Москва,2,4,14,-1,31.3,7.0,1,4851744
8500000,2020-12-13,19:43:04,55.7973009,37.7415554,Москва,4,1,12,1,34.9,9.0,1,4851350
5448800,2020-12-13,16:42:46,55.9283987,37.7345584,Московская область,2,11,17,1,39.0,11.1,1,4850872
7909380,2020-12-13,11:37:56,55.7003989,37.9606238,Московская область,1,13,14,2,58.2,12.3,11,4849640
8851060,2020-12-13,11:40:29,55.5719507,37.6186594,Московская область,2,14,24,2,62.2,12.3,11,4849662
6808500,2020-12-13,12:54:43,55.6784838,37.8730631,Московская область,1,2,14,1,45.0,21.2,11,4849863
13200000,2020-12-13,13:57:51,55.8833882,37.5233951,Москва,1,9,17,2,66.0,12.0,1,4850115
20132000,2020-12-13,15:04:48,55.718177,37.4299161,Москва,2,22,30,3,95.9,28.0,11,4850450
11913600,2020-12-14,11:53:50,55.619589,37.417212,Москва,1,4,9,3,87.6,19.89,11,4853507
24500000,2020-12-14,17:42:39,55.6988871,37.6384725,Москва,2,18,20,3,83.0,14.7,1,4855022
24696000,2020-12-14,10:56:12,55.7357862,37.5829704,Москва,2,4,5,-1,28.3,7.6,11,4853271
11979000,2020-12-14,01:37:33,55.640545,37.681602,Москва,1,10,17,3,72.9,10.1,1,4851841
5725850,2020-12-14,14:16:08,55.9409022,37.6602486,Московская область,2,13,14,1,38.3,18.1,11,4854017
3800000,2020-12-14,16:06:53,55.905426,37.848827,Московская область,1,3,9,1,30.0,6.0,1,4854578
9038910,2020-12-14,11:41:16,55.619589,37.417212,Москва,1,9,15,2,59.9,13.5,11,4853466
4904715,2020-12-14,23:37:37,55.5886618,37.4339189,Москва,2,9,16,-1,22.2,5.0,11,4856127
4906428,2020-12-14,23:37:38,55.5886618,37.4339189,Москва,2,8,16,-1,22.4,5.0,11,4856128
10157000,2020-12-15,11:05:21,55.810078,37.6293189,Москва,2,22,32,1,43.6,12.0,11,4857941
6950000,2020-12-15,05:50:41,55.7416466,37.6481574,Москва,3,2,12,-1,22.0,2.0,1,4856505
11555000,2020-12-15,10:07:03,55.8186199,37.7477085,Москва,2,8,24,2,54.7,11.9,11,4857480
3800000,2020-12-15,19:44:05,55.9307071,37.2655372,Московская область,2,2,17,1,42.3,7.0,1,4860057
14059000,2020-12-15,11:43:19,55.7820146,37.5097171,Москва,2,20,27,1,44.5,11.6,11,4858152
7480340,2020-12-15,21:10:28,55.619589,37.417212,Москва,1,10,15,1,44.9,21.2,11,4860343
7150000,2020-12-15,16:51:55,55.9024876,38.0579138,Московская область,3,2,4,4,97.4,9.0,1,4859542
10125000,2020-12-15,18:17:55,55.737137,37.709901,Москва,3,3,9,2,45.0,6.0,1,4859770
9673760,2020-12-15,09:04:43,55.861706,37.540704,Москва,2,4,23,1,41.2,21.2,11,4857179
14500000,2020-12-15,12:59:37,55.8407144,37.494362,Москва,2,19,26,2,44.0,14.0,1,4858591
5634629,2020-12-15,11:16:53,55.5535388,37.3156447,Москва,2,7,8,1,37.2,10.6,11,4857990
10213720,2020-12-15,19:06:56,55.6420243,37.6783019,Москва,2,19,24,2,59.3,8.4,11,4859922
3400000,2020-12-15,13:17:41,55.3782398,39.0510089,Московская область,2,3,13,2,61.4,9.0,1,4858696
8630000,2020-12-15,16:50:52,55.6372,37.524399,Москва,1,3,9,2,44.2,6.7,1,4859536
11088116,2020-12-16,13:14:57,55.8869181,37.5341364,Москва,2,15,33,2,67.2,11.7,11,4862744
14379020,2020-12-16,19:12:01,55.7442181,37.4075014,Москва,2,23,25,2,56.3,21.1,11,4863951
12500000,2020-12-16,22:14:46,55.6893851,37.5543333,Москва,3,2,14,1,40.0,9.0,1,4864404
13600000,2020-12-16,23:20:45,55.74268,37.636005,Москва,1,16,17,1,29.0,7.0,1,4864503
24170000,2020-12-16,07:36:21,55.7546351,37.5241197,Москва,2,6,23,3,82.03,15.0,1,4861245
11200000,2020-12-16,15:30:53,55.8610236,37.3928916,Московская область,2,7,17,3,84.0,14.0,1,4863201
9500000,2020-12-16,11:02:46,55.598034,37.659605,Москва,1,2,12,2,51.0,9.0,1,4862291
10736760,2020-12-17,20:50:07,55.619589,37.417212,Москва,1,19,22,3,78.6,22.5,11,4868151
10700000,2020-12-17,00:35:45,55.75396,37.620393,Москва,2,2,14,1,40.1,17.7,11,4864586
4000000,2020-12-17,23:45:47,55.548451,37.566449,Москва,1,1,10,-1,26.5,2.0,1,4868503
3599000,2020-12-17,19:44:02,55.3202481,36.3407107,Московская область,2,9,9,2,57.1,8.0,1,4867974
3285995,2020-12-17,19:57:58,55.6448492,37.5101893,Москва,1,2,9,-1,13.2,3.0,1,4868003
4870350,2020-12-17,18:54:15,55.7362595,37.991376,Московская область,2,11,17,1,39.5,10.1,11,4867819
12396100,2020-12-17,22:36:46,55.6768338,37.6416122,Москва,2,26,33,2,56.5,21.6,11,4868377
13000000,2020-12-17,13:55:52,55.7221893,37.7805091,Москва,2,10,17,2,52.8,19.0,11,4866795
7200000,2020-12-17,00:50:43,55.7416478,38.0105027,Московская область,1,15,17,2,57.1,12.9,1,4864600
7587701,2020-12-17,19:36:07,55.685675,37.581379,Москва,2,5,19,1,36.5,8.1,1,4867938
11000000,2020-12-18,13:41:12,55.6291203,37.6776907,Москва,1,3,5,3,54.5,5.5,1,4870582
6771429,2020-12-18,11:44:09,55.7049011,37.3628792,Московская область,2,2,15,1,39.5,10.7,11,4869996
3700000,2020-12-18,21:28:54,55.89261,37.61177,Москва,1,1,12,-1,22.3,2.0,1,4871893
1620000,2020-12-18,18:01:14,55.7722743,38.7085945,Московская область,3,4,4,2,43.0,6.0,1,4871540
9980000,2020-12-18,13:12:24,55.811398,37.712517,Москва,3,2,5,2,43.0,6.0,1,4870427
4300000,2020-12-18,22:05:52,55.75396,37.620393,Москва,2,2,7,-1,26.0,3.0,11,4871981
7990000,2020-12-18,11:31:53,55.851268,37.398653,Москва,2,14,17,2,54.0,13.0,11,4869869
7241671,2020-12-18,11:44:12,55.7554569,37.8868942,Московская область,2,25,25,2,52.41,17.45,11,4869998
3799000,2020-12-18,00:05:47,55.3777365,36.7296166,Московская область,3,5,5,2,45.0,7.0,1,4868540
10150000,2020-12-18,09:07:54,55.5393315,37.7237681,Московская область,2,7,17,3,81.6,10.0,1,4869352
4990000,2020-12-18,10:07:08,55.751102,37.66337,Москва,3,1,4,-1,22.0,3.0,1,4869537
3400000,2020-12-18,08:16:01,55.3758855,36.728972,Московская область,3,5,5,1,30.3,6.1,1,4869191
7403640,2020-12-18,11:50:01,55.663629,37.73244,Москва,1,5,25,1,41.2,18.8,11,4870075
7716550,2020-12-18,08:55:57,55.5336039,37.6170496,Московская область,1,24,25,3,78.5,22.5,11,4869319
11299000,2020-12-18,21:53:55,55.686985,37.589733,Москва,3,4,5,2,45.0,5.0,1,4871965
4750000,2020-12-18,13:46:26,55.7632069,37.5650217,Москва,3,1,5,-1,18.2,2.5,1,4870624
6537720,2020-12-19,11:43:44,55.5204111,37.5966554,Московская область,1,21,25,2,60.2,20.9,11,4873204
1800000,2020-12-19,14:57:13,55.0288357,38.0974078,Московская область,1,2,3,1,30.0,8.5,1,4873994
15497160,2020-12-19,21:17:44,55.6009042,37.7351692,Москва,2,4,16,3,79.8,17.1,11,4875046
5000000,2020-12-19,22:01:54,56.331778,38.140931,Московская область,1,2,9,2,52.8,7.9,1,4875158
3600000,2020-12-19,06:47:54,55.814133,37.5827,Москва,1,1,9,-1,14.6,2.0,1,4872372
7649990,2020-12-19,17:24:06,55.758433,37.636491,Москва,3,1,6,-1,20.6,3.0,1,4874478
3450000,2020-12-19,17:11:15,55.7681486,37.742999,Москва,3,1,5,-1,17.0,2.0,1,4874432
8000000,2020-12-19,08:45:15,55.8010822,37.767075,Москва,1,6,17,1,35.7,7.5,1,4872575
5517155,2020-12-19,09:00:14,55.5719507,37.6186594,Московская область,2,19,25,1,34.3,10.7,11,4872637
4800000,2020-12-20,21:56:05,55.75396,37.620393,Москва,3,2,3,1,36.3,11.0,11,4877461
8836000,2020-12-20,22:40:37,55.8611483,37.5408702,Москва,2,14,23,1,37.6,18.1,11,4877535
9850000,2020-12-20,13:34:12,55.7416466,37.6481574,Москва,3,2,12,-1,31.4,2.0,1,4876413
5000000,2020-12-20,14:37:29,55.4189131,37.4949832,Московская область,1,2,17,1,40.0,11.0,1,4876577
3800000,2020-12-20,13:11:21,55.7444725,37.8778555,Москва,1,1,17,-1,22.7,2.0,1,4876363
9670540,2020-12-20,17:30:15,55.6319285,37.313154,Москва,2,6,23,3,67.2,9.2,11,4876956
8600000,2020-12-21,19:37:25,55.671493,37.750927,Москва,1,12,14,1,39.1,11.2,1,4881432
6400000,2020-12-21,20:01:06,55.5342849,37.6134949,Московская область,3,7,17,1,38.0,8.0,1,4881482
6550000,2020-12-21,16:11:29,55.9041199,37.7291226,Московская область,1,1,9,2,44.8,7.1,1,4880719
13500000,2020-12-21,17:37:29,55.728185,37.7628364,Москва,1,11,17,2,65.5,22.7,1,4881049
13000000,2020-12-21,13:13:25,55.6988871,37.6384725,Москва,2,19,20,1,42.7,10.0,1,4880010
4878000,2020-12-21,15:05:45,55.2803858,37.8587778,Московская область,2,8,17,2,54.2,10.7,1,4880446
8045500,2020-12-21,15:47:20,55.8945176,37.7429067,Московская область,2,6,6,2,70.6,12.5,1,4880611
4350000,2020-12-21,18:40:51,55.7973107,37.940759,Московская область,3,5,9,2,35.0,5.5,1,4881279
8100000,2020-12-22,21:56:22,55.8174967,37.7626587,Москва,2,9,24,1,40.0,9.0,11,4886099
5450000,2020-12-22,13:06:18,55.950516,38.055347,Московская область,3,5,9,3,64.0,7.1,1,4884184
20625120,2020-12-22,15:40:24,55.7480212,37.6900313,Москва,2,23,27,4,98.4,14.6,11,4884712
8298007,2020-12-22,11:07:13,55.75396,37.620393,Москва,2,13,26,2,56.9,11.7,11,4883418
4449260,2020-12-22,12:08:31,56.0140434,37.440574,Московская область,2,14,17,2,53.8,10.4,11,4883815
9106610,2020-12-22,12:33:29,55.7137798,37.9438173,Москва,2,6,23,2,68.2,17.0,11,4883990
15200000,2020-12-22,16:37:11,55.6611092,37.5928522,Москва,1,17,17,2,51.0,9.7,1,4884943
12300600,2020-12-22,17:27:16,55.719343,37.7812,Москва,2,2,10,2,49.8,17.9,11,4885209
11000000,2020-12-22,12:13:26,55.6884821,37.8607205,Москва,1,4,12,2,52.0,8.4,1,4883880
4300000,2020-12-22,12:34:29,55.750816,38.001038,Московская область,1,1,15,1,33.9,7.0,1,4884005
5666100,2020-12-22,09:19:16,55.6627971,37.853567,Московская область,1,23,25,2,51.0,10.5,11,4882933
3550000,2020-12-23,19:51:12,55.66406,37.419117,Москва,3,1,5,-1,16.0,2.0,1,4890259
11350000,2020-12-23,23:19:05,55.6086907,38.0812761,Московская область,3,2,17,3,112.0,15.4,1,4890770
4449360,2020-12-23,19:08:16,56.0140434,37.440574,Московская область,2,14,17,2,53.8,10.4,11,4890107
3100000,2020-12-23,10:20:23,55.8515,37.363089,Москва,1,1,17,-1,15.3,2.0,1,4887693
6480000,2020-12-23,17:34:36,56.0057703,37.856277,Московская область,1,1,9,1,36.0,16.9,11,4889733
11300000,2020-12-23,03:41:40,55.6801621,37.2836308,Московская область,2,6,14,2,73.3,11.7,1,4886396
9202380,2020-12-23,21:17:50,55.812615,37.484864,Москва,0,5,28,2,57.3,12.7,11,4890487
17755050,2020-12-23,18:34:30,55.7480212,37.6900313,Москва,2,9,14,2,59.5,11.4,11,4889974
13500000,2020-12-23,16:50:54,55.75396,37.620393,Москва,2,9,23,1,35.1,13.3,11,4889572
1890000,2020-12-23,14:46:21,55.0315742,38.1027095,Московская область,3,1,3,1,29.0,8.5,1,4889124
3500000,2020-12-23,17:46:11,55.8317203,37.3295266,Московская область,2,14,25,1,38.0,11.0,11,4889792
3400000,2020-12-23,08:43:26,55.7847291,38.4447045,Московская область,1,1,2,3,78.9,10.0,1,4887038
9665140,2020-12-24,11:00:12,55.5951422,37.4488018,Москва,1,6,9,2,70.6,22.8,11,4893936
4851630,2020-12-24,11:32:21,55.784147,37.846921,Московская область,2,9,16,1,35.7,17.0,11,4894056
18871390,2020-12-24,18:46:25,55.7442181,37.4075014,Москва,2,29,33,3,82.3,13.2,11,4895777
